lon,lat,value,qc_reason
121.47,24.82,24.8,
121.5,24.82,21.4,
121.53,24.82,22.1,
121.56,24.82,21.9,
121.59,24.82,24.7,
121.62,24.82,27.5,
121.65,24.82,27.8,
121.68,24.82,27.8,
121.83,24.82,27.6,|R3_lon_low_coverage
120.84,24.85,27.3,
120.87,24.85,27.4,
120.9,24.85,27.0,
120.93,24.85,27.2,
120.96,24.85,26.9,
120.99,24.85,27.1,
121.02,24.85,24.8,
121.05,24.85,26.3,
121.08,24.85,25.5,
121.11,24.85,26.4,
121.14,24.85,27.8,
121.17,24.85,26.9,
121.2,24.85,25.8,
121.23,24.85,26.9,
121.26,24.85,24.2,
121.29,24.85,24.3,
121.32,24.85,27.1,
121.35,24.85,24.1,
121.38,24.85,23.0,
121.41,24.85,26.6,
121.44,24.85,26.8,
121.47,24.85,26.0,
121.5,24.85,24.9,
121.53,24.85,22.6,
121.56,24.85,20.6,
121.59,24.85,21.6,
121.62,24.85,24.4,
121.65,24.85,27.5,
121.68,24.85,27.8,
120.84,24.88,27.2,
120.87,24.88,27.3,
120.9,24.88,27.2,
120.93,24.88,26.8,
120.96,24.88,26.1,
120.99,24.88,26.2,
121.02,24.88,26.4,
121.05,24.88,25.6,
121.08,24.88,26.7,
121.11,24.88,26.9,
121.14,24.88,27.5,
121.17,24.88,28.2,
121.2,24.88,27.5,
121.23,24.88,28.1,
121.26,24.88,28.0,
121.29,24.88,26.7,
121.32,24.88,23.9,
121.35,24.88,23.3,
121.38,24.88,26.9,
121.41,24.88,26.8,
121.44,24.88,23.9,
121.47,24.88,26.4,
121.5,24.88,26.5,
121.53,24.88,24.9,
121.56,24.88,23.9,
121.59,24.88,25.5,
121.62,24.88,24.5,
121.65,24.88,23.7,
121.68,24.88,27.4,
121.71,24.88,27.8,
120.87,24.91,27.4,
120.9,24.91,27.3,
120.93,24.91,27.0,
120.96,24.91,26.8,
120.99,24.91,27.0,
121.02,24.91,26.6,
121.05,24.91,27.4,
121.08,24.91,27.3,
121.11,24.91,27.3,
121.14,24.91,27.6,
121.17,24.91,28.4,
121.2,24.91,28.5,
121.23,24.91,28.5,
121.26,24.91,28.2,
121.29,24.91,27.6,
121.32,24.91,27.9,
121.35,24.91,26.2,
121.38,24.91,25.9,
121.41,24.91,28.5,
121.44,24.91,27.7,
121.47,24.91,27.6,
121.5,24.91,27.5,
121.53,24.91,26.5,
121.56,24.91,26.1,
121.59,24.91,25.5,
121.62,24.91,23.5,
121.65,24.91,23.7,
121.68,24.91,24.0,
121.71,24.91,24.2,
121.74,24.91,27.6,|R3_lon_low_coverage
120.9,24.94,27.5,
120.93,24.94,27.5,
120.96,24.94,27.5,
120.99,24.94,27.5,
121.02,24.94,27.5,
121.05,24.94,27.3,
121.08,24.94,27.6,
121.11,24.94,27.6,
121.14,24.94,28.2,
121.17,24.94,27.8,
121.2,24.94,28.5,
121.23,24.94,28.7,
121.26,24.94,28.9,
121.29,24.94,28.4,
121.32,24.94,26.8,
121.35,24.94,27.8,
121.38,24.94,27.7,
121.41,24.94,28.4,
121.44,24.94,26.6,
121.47,24.94,25.9,
121.5,24.94,26.5,
121.53,24.94,26.5,
121.56,24.94,26.5,
121.59,24.94,26.5,
121.62,24.94,25.5,
121.65,24.94,22.7,
121.68,24.94,24.3,
121.71,24.94,23.2,
121.74,24.94,25.9,|R3_lon_low_coverage
120.9,24.97,27.6,
120.93,24.97,27.8,
120.96,24.97,27.7,
120.99,24.97,27.7,
121.02,24.97,27.7,
121.05,24.97,29.1,
121.08,24.97,28.1,
121.11,24.97,28.0,
121.14,24.97,28.1,
121.17,24.97,28.0,
121.2,24.97,28.0,
121.23,24.97,28.1,
121.26,24.97,28.6,
121.29,24.97,28.5,
121.32,24.97,28.2,
121.35,24.97,28.3,
121.38,24.97,28.3,
121.41,24.97,28.3,
121.44,24.97,28.2,
121.47,24.97,27.4,
121.5,24.97,25.7,
121.53,24.97,26.8,
121.56,24.97,25.9,
121.59,24.97,22.6,
121.62,24.97,25.3,
121.65,24.97,25.2,
121.68,24.97,24.2,
121.71,24.97,24.1,
121.74,24.97,25.7,|R3_lon_low_coverage
121.77,24.97,25.8,|R3_lon_low_coverage
120.93,25.0,27.9,
120.96,25.0,28.1,
120.99,25.0,27.9,
121.02,25.0,27.9,
121.05,25.0,28.0,
121.08,25.0,28.1,
121.11,25.0,28.2,
121.14,25.0,28.2,
121.17,25.0,28.1,
121.2,25.0,28.3,
121.23,25.0,27.5,
121.26,25.0,27.4,
121.29,25.0,28.5,
121.32,25.0,28.7,
121.35,25.0,28.3,
121.38,25.0,28.2,
121.41,25.0,28.1,
121.44,25.0,27.8,
121.47,25.0,27.5,
121.5,25.0,27.5,
121.53,25.0,25.8,
121.56,25.0,26.3,
121.59,25.0,25.3,
121.62,25.0,24.8,
121.65,25.0,25.1,
121.68,25.0,25.4,
121.71,25.0,26.3,
121.74,25.0,26.8,|R3_lon_low_coverage
121.77,25.0,27.1,|R3_lon_low_coverage
121.8,25.0,26.4,|R3_lon_low_coverage
121.83,25.0,26.4,|R3_lon_low_coverage
121.86,25.0,26.7,|R3_lon_low_coverage
120.93,25.03,28.0,
120.96,25.03,28.2,
120.99,25.03,28.3,
121.02,25.03,28.1,
121.05,25.03,28.2,
121.08,25.03,28.4,
121.11,25.03,28.3,
121.14,25.03,27.7,
121.17,25.03,28.3,
121.2,25.03,27.4,
121.23,25.03,26.9,
121.26,25.03,26.4,
121.29,25.03,28.4,
121.32,25.03,28.3,
121.35,25.03,28.1,
121.38,25.03,28.0,
121.41,25.03,25.7,
121.44,25.03,27.9,
121.47,25.03,27.9,
121.5,25.03,27.9,
121.53,25.03,26.3,
121.56,25.03,25.4,
121.59,25.03,25.4,
121.62,25.03,26.2,
121.65,25.03,26.3,
121.68,25.03,26.7,
121.71,25.03,27.3,
121.74,25.03,27.1,|R3_lon_low_coverage
121.77,25.03,27.3,|R3_lon_low_coverage
121.8,25.03,27.0,|R3_lon_low_coverage
121.02,25.06,28.4,
121.05,25.06,28.4,
121.08,25.06,28.4,
121.11,25.06,28.4,
121.14,25.06,28.3,
121.17,25.06,28.3,
121.2,25.06,27.4,
121.23,25.06,26.8,
121.26,25.06,26.7,
121.29,25.06,28.2,
121.32,25.06,27.6,
121.35,25.06,28.0,
121.38,25.06,28.2,
121.41,25.06,27.8,
121.44,25.06,27.9,
121.47,25.06,27.9,
121.5,25.06,28.0,
121.53,25.06,28.6,
121.56,25.06,27.9,
121.59,25.06,26.5,
121.62,25.06,26.3,
121.65,25.06,25.7,
121.68,25.06,26.8,
121.71,25.06,26.0,
121.74,25.06,26.7,|R3_lon_low_coverage
121.77,25.06,26.5,|R3_lon_low_coverage
121.08,25.09,28.3,
121.11,25.09,28.3,
121.14,25.09,27.7,
121.17,25.09,28.3,
121.2,25.09,27.3,
121.23,25.09,27.3,
121.26,25.09,26.4,
121.29,25.09,27.4,
121.32,25.09,28.0,
121.35,25.09,27.7,
121.38,25.09,27.9,
121.41,25.09,27.9,
121.44,25.09,28.0,
121.47,25.09,27.9,
121.5,25.09,27.9,
121.53,25.09,27.6,
121.56,25.09,28.8,
121.59,25.09,30.0,
121.62,25.09,27.6,
121.65,25.09,27.2,
121.68,25.09,25.3,
121.71,25.09,26.8,
121.74,25.09,24.8,|R3_lon_low_coverage
121.77,25.09,25.9,|R3_lon_low_coverage
121.26,25.12,27.7,
121.29,25.12,27.4,
121.32,25.12,27.3,
121.35,25.12,27.8,
121.38,25.12,27.8,
121.41,25.12,28.2,
121.44,25.12,26.7,
121.47,25.12,25.6,
121.5,25.12,27.1,
121.53,25.12,27.4,
121.56,25.12,26.6,
121.59,25.12,27.7,
121.62,25.12,27.7,
121.65,25.12,27.3,
121.68,25.12,25.9,
121.29,25.15,28.1,
121.32,25.15,27.9,
121.35,25.15,27.2,
121.38,25.15,27.8,
121.41,25.15,26.6,
121.44,25.15,24.3,
121.47,25.15,22.6,
121.5,25.15,25.5,
121.53,25.15,25.9,
121.56,25.15,26.8,
121.59,25.15,25.8,
121.62,25.15,27.5,
121.32,25.18,27.8,
121.35,25.18,27.1,
121.38,25.18,24.3,
121.41,25.18,21.2,
121.44,25.18,23.3,
121.47,25.18,25.0,
121.5,25.18,24.7,
121.53,25.18,25.8,
121.56,25.18,27.4,
121.35,25.21,27.3,|R3_lat_low_coverage
121.38,25.21,26.2,|R3_lat_low_coverage
121.41,25.21,25.8,|R3_lat_low_coverage
121.44,25.21,22.1,|R3_lat_low_coverage
121.47,25.21,27.1,|R3_lat_low_coverage
121.5,25.21,27.4,|R3_lat_low_coverage
121.35,25.24,27.4,|R3_lat_low_coverage
121.38,25.24,26.9,|R3_lat_low_coverage
121.41,25.24,25.8,|R3_lat_low_coverage
121.44,25.24,25.7,|R3_lat_low_coverage
121.47,25.24,24.9,|R3_lat_low_coverage
121.5,25.24,27.2,|R3_lat_low_coverage
121.41,25.27,26.9,|R3_lat_low_coverage
121.44,25.27,24.3,|R3_lat_low_coverage
121.47,25.27,24.1,|R3_lat_low_coverage
121.89,25.45,0.0,|R1_zero|R3_lon_low_coverage|R3_lat_low_coverage
121.92,25.45,0.0,|R1_zero|R3_lon_low_coverage|R3_lat_low_coverage
121.95,25.45,0.0,|R1_zero|R3_lon_low_coverage|R3_lat_low_coverage
121.98,25.45,0.0,|R1_zero|R3_lon_low_coverage|R3_lat_low_coverage
